,Make,Model,Transmission,Drive_configuration,Engine_capacity,Body_type,Seating,Fuel,crsp_ksh
2947,Mazda,FLAIR WAGON CUSTOM STYLE HYBRID XT,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3529184.5800000005
2948,Mazda,FLAIR WAGON CUSTOM STYLE XT,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,4606525.242000001
2949,Mazda,FLAIR WAGON GYBRID XG,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3242324.7
2950,Mazda,FLAIR WAGON HYBRID XG,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3268586.52
2951,Mazda,FLAIR WAGON HYBRID XG,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3232224.0
2952,Mazda,FLAIR WAGON HYBRID XS,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3097682.676
2953,Mazda,FLAIR WAGON HYBRID XS,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,2747390.4000000004
2954,Mazda,FLAIR WAGON HYBRID XS,Continuously variable transmission,2WD,657.0,WAGON,4,PETROL,2871022.9680000003
2955,Mazda,FLAIR WAGON STYLE HYBRID XT,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3910991.0400000005
2956,Mazda,FLAIR WAGON TOUGH  STYLE HYBRID XT,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3753824.148
2957,Mazda,FLAIR WAGON TOUGH STYLE HYBRID XT,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3918132.0
2958,Mazda,flair wagon XE,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3010008.6000000006
2959,Mazda,FLAIR WAGON XG,Continuously variable transmission,2WD,657.0,WAGON,4,PETROL,3698876.3400000003
2960,Mazda,FLAIR WAGONCUSTOM STYLE HYBRID XT,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3910991.0400000005
2961,Mazda,FLAIR WAGOON HYBRID XG,Continuously variable transmission,2WD,658.0,WAGON,4(3),PETROL,3268586.52
2962,Mazda,Flair XS,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,2747390.4000000004
2963,Mazda,FLAIRCROSSOVER HYBRID XT,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3688775.64
2964,Mazda,FLAIRCROSSOVER XS,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3034250.2800000003
2965,Mazda,MAXZDA X PROACTIVETOURING SELECTION,Automatic transmission,4WD,1997.0,SUV,5,PETROL,6481282.5
2966,Mazda,MAZDA CX-5 XD PACKAGE,Automatic transmission,2WD,2188.0,SUV,5,DIESEL,7407180.0
2967,Mazda,MAZDA FLAIR HYBRID HYBRID XS,Continuously variable transmission,2WD,657.0,WAGON,4,PETROL,3111015.6
2968,Mazda,MAZDA FLAIR WAGON HYBRID XG,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3242324.7
2969,Mazda,MAZDA ROADSTER S RF VS BURGUNDY SELECTION,Manual transmission,2WD,1997.0,WAGON,4,PETROL,7224104.8125
2970,Mazda,MAZDA ROADSTER S SPECIAL PACKAGE,Manual transmission,2WD,1496.0,WAGON,4,PETROL,5175598.68
2971,Mazda,MAZDA TITAN,Automated manual transmission,AWD,2999.0,TRUCK,3,PETROL,7866425.16
2972,Mazda,MAZDA TITAN,Automated manual transmission,AWD,2999.0,TRUCK,3,PETROL,10223928.540000001
2973,Mazda,MAZDA2  XD SPORT+,Automatic transmission,4WD,1496.0,HATCHBACK,5,DIESEL,4853184.336
2974,Mazda,MAZDA2 15 BD,Automatic transmission,4WD,1496.0,HATCHBACK,5,PETROL,3517669.782
2975,Mazda,MAZDA2 15 BD,Automatic transmission,2WD,1496.0,HATCHBACK,5,PETROL,3517669.782
2976,Mazda,MAZDA2 15BD,Automatic transmission,2WD,1496.0,HATCHBACK,5,PETROL,4230981.216
2977,Mazda,MAZDA2 15S,Automatic transmission,2WD,1496.0,HATCHBACK,5,PETROL,2888800.2
2978,Mazda,MAZDA2 15S L PACKAGE,Automatic transmission,2WD,1496.0,HATCHBACK,5,PETROL,4222092.6
2979,Mazda,MAZDA2 XD,Automatic transmission,2WD,1498.0,HATCHBACK,5,DIESEL,4344311.07
2980,Mazda,MAZDA2 XD,Automatic transmission,2WD,1496.0,HATCHBACK,5,DIESEL,4344311.07
2981,Mazda,MAZDA2 XD L PACKAGE,Automatic transmission,2WD,1498.0,HATCHBACK,5,PETROL,4966514.19
2982,Mazda,MAZDA2 XD L PACKAGE,Automatic transmission,2WD,1498.0,HATCHBACK,5,DIESEL,4515012.9
2983,Mazda,MAZDA3   SEDAN X L PACKAGE,Automatic transmission,2WD,1756.0,SEDAN,5,DIESEL,6256236.7996875
2984,Mazda,MAZDA3 20S RETRO SPORTS EDITION,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,6293788.25625
2985,Mazda,MAZDA3 FASTBACK  20S PROACTIVE TOURING SELECTION,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,5044117.026374999
2986,Mazda,MAZDA3 FASTBACK  X BURGUNDY SELECTION,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,7264008.890437501
2987,Mazda,MAZDA3 FASTBACK 15S,Automatic transmission,2WD,1496.0,SEDAN,5,PETROL,4813185.564
2988,Mazda,MAZDA3 FASTBACK 15S TOURING,Automatic transmission,2WD,1496.0,SEDAN,5,PETROL,4253293.6623
2989,Mazda,MAZDA3 FASTBACK 20S PROACTIVE TOURING DSELECTION,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,5548527.045562499
2990,Mazda,MAZDA3 FASTBACK 20S PROACTIVE TOURING SELECTION,Automatic transmission,4WD,1498.0,SEDAN,5,PETROL,7728651.612000001
2991,Mazda,MAZDA3 FASTBACK 20S RETRO SPORTS EDITION,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,6293788.25625
2992,Mazda,MAZDA3 FASTBACK PROACTIVE TOURING SELECTION,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,5689640.137499999
2993,Mazda,MAZDA3 FASTBACK X BURGUNDAY SELECTION,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,7587687.926249999
2994,Mazda,MAZDA3 FASTBACK X BURGUNDY SELECTION,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,6603646.167562501
2995,Mazda,MAZDA3 FASTBACK XD TOURING,Automatic transmission,2WD,1756.0,SEDAN,5,DIESEL,6548410.06875
2996,Mazda,MAZDA3 SEDAN 20S PROACTIVE TOURING SELECTION,Automatic transmission,4WD,1756.0,SEDAN,5,PETROL,9508967.325
2997,Mazda,MAZDA3 SEDAN X L PACKAGE,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,7541393.05125
2998,Mazda,MAZDA3 SEDAN X L PACKAGE,Automatic transmission,2WD,1997.0,SEDAN,5,PETROL,6466865.855062501
2999,Mazda,MAZDA3 SEDAN XD BLACK TONE EDITION,Automatic transmission,4WD,1997.0,SEDAN,5,DIESEL,5955835.66875
3000,Mazda,MAZDA3 SEDAN XD L PACKAGE,Automatic transmission,2WD,1756.0,SEDAN,5,DIESEL,5687489.530125
3001,Mazda,MAZDA3 XD BLACK TONE EDITION,Automatic transmission,2WD,1756.0,SEDAN,5,DIESEL,6110923.5
3002,Mazda,MAZDA3 XD TOURING ,Automatic transmission,2WD,1756.0,SEDAN,5,DIESEL,6548410.06875
3003,Mazda,MAZDA3BACK  15S TOURING,Automatic transmission,2WD,1496.0,SEDAN,5,PETROL,4678622.01846
3004,Mazda,MAZDA6 25T S PACKAGE,Automatic transmission,2WD,2488.0,SEDAN,5,PETROL,9085369.21875
3005,Mazda,MAZDA6 SEDAN 20S,Automatic transmission,4WD,2188.0,SEDAN,5,PETROL,6138279.562499999
3006,Mazda,MAZDA6 SEDAN 25T S PACKAGE,Automatic transmission,2WD,2488.0,SEDAN,5,PETROL,9085369.21875
3007,Mazda,MAZDA6 WAGON XD L PACKAGE,Automatic transmission,AWD,2188.0,SEDAN,5,DIESEL,9039074.34375
3008,Mazda,MAZDA6 WAGON XD L PACKAGE,Automatic transmission,AWD,2188.0,SEDAN,5,DIESEL,8217340.3125
3009,Mazda,MAZDA6 WAGON XD PACKAGE,Automatic transmission,AWD,1997.0,SEDAN,5,DIESEL,6233604.918749999
3010,Mazda,MX-30,Automatic transmission,2WD,1997.0,SUV,5,PETROL,5092436.25
3011,Mazda,MX-30,Automatic transmission,2WD,1997.0,SUV,5,PETROL,4629487.5
3012,Mazda,MX-30 EV MODEL,Automatic transmission,2WD,,SUV,5,ELECTRIC,8351595.450000003
3013,Mazda,MX-30 EV MODEL EV HIGHEST SET,Continuously variable transmission,4WD,830.0,SUV,5,PETROL,10133224.254
3014,Mazda,MX-30 EV MODEL EV HIGHEST SET,Automatic transmission,2WD,,SUV,5,ELECTRIC,9288603.720000003
3016,Mazda,MX-30 INDUSTRIAL CLASSIC,Automatic transmission,2WD,1997.0,SUV,5,PETROL,5810006.8125
3017,Mazda,MX-30 MODEL EV HIGHEST SET,Continuously variable transmission,2WD,,SUV,5,ELECTRIC,9288603.720000003
3018,Mazda,MX-30 ROTART-EV EDITION R,Automatic transmission,2WD,830.0,SUV,5,PETROL,9933028.38
3019,Mazda,MX-30 ROTARY EV EDITION R,Continuously variable transmission,4WD,1997.0,SUV,5,PETROL,10346904.5625
3021,Mazda,MX-30 SEDV EV HIGHEST SET,Automatic transmission,2WD,,SUV,5,ELECTRIC,8444185.200000003
3022,Mazda,MX-30 SEDV EV HIGHEST SET,Continuously variable transmission,2WD,,SUV,5,ELECTRIC,8444185.200000003
3023,Mazda,Premacy 20S-Skyactive L Package,Automatic transmission,2WD,1997.0,VAN,7,PETROL,4713660.0
3024,Mazda,Premacy 20S-Skyactive Passenger Liftup Seat,Automatic transmission,2WD,1997.0,VAN,7,PETROL,5281824.375
3025,Mazda,ROADSTER RF VS,Manual transmission,4WD,1997.0,CONVERTIBLE,2,DIESEL,7907164.649999999
3026,Mazda,ROADSTER RF VS,Manual transmission,2WD,1997.0,CONVERTIBLE,2,PETROL,7860869.774999999
3027,Mazda,ROADSTER RF VS,Manual transmission,2WD,1997.0,CONVERTIBLE,2,PETROL,6965274.375
3028,Mazda,Roadster S leather,Manual transmission,2WD,1496.0,CONVERTIBLE,2,PETROL,5676593.4
3029,Mazda,ROADSTER S LEATHER PACKAGE,Manual transmission,2WD,1496.0,CONVERTIBLE,2,PETROL,7177557.420000001
3030,Mazda,ROADSTER S PACKAGE,Manual transmission,2WD,1496.0,CONVERTIBLE,2,PETROL,5689118.268
3031,Mazda,ROADSTER S SPECIAL PACKAGE ,Manual transmission,4WD,1496.0,CONVERTIBLE,2,DIESEL,5737601.6280000005
3032,Mazda,SCRUM BUSTER,Automatic transmission,2WD,658.0,VAN,4,PETROL,2637696.7980000004
3033,Mazda,Scrum PZ Turbo Special,Automatic transmission,2WD,658.0,VAN,4,PETROL,3338079.3360000006
3034,Mazda,SCRUM TRUCK KC,Automatic transmission,2WD,658.0,TRUCK,2,PETROL,2302151.544
3035,Mazda,SCRUM TRUCK KC,Automatic transmission,2WD,658.0,TRUCK,2,PETROL,1951051.2120000003
3036,Mazda,SCRUM TRUCK KC,Automatic transmission,2WD,658.0,TRUCK,2,PETROL,1733280.12
3037,Mazda,SCRUM VAN  BUSTER,Automatic transmission,2WD,658.0,VAN,4,PETROL,2802136.194
3038,Mazda,SCRUM VAN BUSTER,Automatic transmission,2WD,658.0,VAN,4,PETROL,2379724.9200000004
3039,Mazda,SCRUM VAN BUSTER,Automatic transmission,2WD,658.0,VAN,4,PETROL,2802136.194
3040,Mazda,SCRUM WAGON PZ TURBO SPECIAL,Automatic transmission,4WD,658.0,WAGON,4,PETROL,3637666.098
3041,Mazda,SCRUM WAGON PZ TURBO SPECIAL,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3191821.2
3042,Mazda,SCRUM WAGON PZ TURBO SPECIAL,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3191821.2
3043,Mazda,SCRUM WAGON PZ TURBO SPECIAL ,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3593223.018
3044,Mazda,SCRUM WAGON PZ-S,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3922101.8100000005
3045,Mazda,SCRUMWAGON PZ TURBO SPECIAL ,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3637666.098
3046,Mazda,TITAN,Automated manual transmission,2WD,2999.0,TRUCK,3,DIESEL,8194192.875
3047,Mazda,TITAN,Automated manual transmission,2WD,2999.0,TRUCK,3,DIESEL,10649925.5625
3048,Mazda,TITAN,Automatic transmission,2WD,2999.0,TRUCK,3,DIESEL,9176906.8125
3049,Mazda,TITAN DUMP,Automated manual transmission,4WD,2999.0,TRUCK,3,DIESEL,9115881.75
3050,Mercedes,A-CLASS A180,Automatic transmission,2WD,1300.0,SEDAN,4,PETROL,5931057.592968751
3051,Mercedes,A-CLASS A180 EDITION 1,Automatic transmission,2WD,1300.0,HATCHBACK,5,PETROL,10662111.0
3052,Mercedes,A-CLASS A180 STYLE,Automatic transmission,2WD,1300.0,HATCHBACK,5,PETROL,8538648.557142857
3053,Mercedes,A-CLASS A180 STYLE,Automatic transmission,2WD,1300.0,SEDAN,4,PETROL,7109501.732142858
3054,Mercedes,A-CLASS A180 STYLE AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,1300.0,HATCHBACK,5,PETROL,7798628.615625
3055,Mercedes,A-CLASS A180 STYLE AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,1300.0,SEDAN,4,PETROL,7719420.689062499
3056,Mercedes,A-CLASS A180 STYLE AMG LINE,Automatic transmission,2WD,1400.0,HATCHBACK,5,PETROL,10179964.068750001
3057,Mercedes,A-CLASS A180 STYLE AMG LINE,Automatic transmission,2WD,1300.0,SEDAN,4,PETROL,9580689.348214287
3058,Mercedes,A-CLASS A200D,Automatic transmission,2WD,2000.0,HATCHBACK,5,DIESEL,7646406.074999999
3059,Mercedes,A-CLASS A200D,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,9024358.021874998
3060,Mercedes,A-CLASS A200D AMG LINE,Automatic transmission,2WD,2000.0,HATCHBACK,5,DIESEL,7647152.721428571
3061,Mercedes,A-CLASS A200D AMG LINE,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,7265502.674999999
3062,Mercedes,A-CLASS A200D AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,HATCHBACK,5,DIESEL,6603061.021875001
3063,Mercedes,A-CLASS A200D AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,6830368.601785714
3064,Mercedes,A-CLASS SEDAN,Automatic transmission,4WD,2000.0,SEDAN,5,DIESEL,8875459.544625
3065,Mercedes,A-CLASS SEDAN,Automatic transmission,2WD,2000.0,SEDAN,5,DIESEL,8194407.2212499995
3066,Mercedes,A-CLASS SEDAN A180 SEDAN,Automatic transmission,2WD,1400.0,SEDAN,4,PETROL,9183972.5175
3067,Mercedes,A-CLASS SEDAN A180 SEDAN AMG LINE PACKAGE,Automatic transmission,2WD,1300.0,SEDAN,4,PETROL,6724173.372321429
3068,Mercedes,A-CLASS SEDAN A180 STYLE SEDAN AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,1300.0,SEDAN,4,PETROL,11107490.7796875
3069,Mercedes,A-CLASS SEDAN A180 STYLE SEDAN AMG LINE,Automatic transmission,2WD,1300.0,SEDAN,4,PETROL,8893388.372916669
3070,Mercedes,A-CLASS SEDAN A200D SEDAN,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,6561538.368749999
3071,Mercedes,A-CLASS SEDAN A200D SEDAN AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,5,DIESEL,8982654.3
3072,Mercedes,A-CLASS SEDAN A200D SEDAN AMG LINE,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,10417217.6
3073,Mercedes,A-CLASS SEDAN A200D SEDAN AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,5,DIESEL,10264111.12125
3074,Mercedes,A-CLASS SEDAN A250 4MATIC EDITION 1 SEDAN,Automatic transmission,4WD,2000.0,SEDAN,4,PETROL,10508804.493749997
3075,Mercedes,A-CLASS SEDAN A250 4MATIC SEDAN,Automatic transmission,4WD,2000.0,SEDAN,4,PETROL,9305627.118749999
3076,Mercedes,A-CLASS SEDAN A250 4MATIC SEDAN AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,4WD,2000.0,SEDAN,5,PETROL,11952237.393000001
3077,Mercedes,A-CLASS SEDAN A250 4MATIC SEDAN AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,4WD,2000.0,SEDAN,4,PETROL,11066886.475
3078,Mercedes,A-CLASS SEDAN A250 4MATIC SEDAN AMG LINE,Automatic transmission,4WD,2000.0,SEDAN,5,PETROL,12656919.384000001
3079,Mercedes,A-CLASS SEDAN A250 4MATIC SEDAN AMG LINE,Automatic transmission,4WD,2000.0,SEDAN,4,PETROL,11719369.799999997
3080,Mercedes,AMG A-CLASS A35 4MATIC,Automatic transmission,4WD,2000.0,SEDAN,4,PETROL,10944164.728124997
3081,Mercedes,AMG A-CLASS A45 S 4MATIC+,Automatic transmission,4WD,2000.0,HATCHBACK,5,PETROL,16593114.1663125
3082,Mercedes,AMG A-CLASS A45 S 4MATIC+,Automatic transmission,4WD,2000.0,SEDAN,5,PETROL,16517598.954750001
3083,Mercedes,AMG A-CLASS A45 S 4MATIC+,Automatic transmission,4WD,2000.0,HATCHBACK,4,PETROL,15363994.5984375
3084,Mercedes,AMG CLS-CLASS CLS53 4MATIC+,Automatic transmission,4WD,3000.0,SEDAN,4,HYBRID,22096246.949999996
3085,Mercedes,AMG E-CLASS E63 S 4MATIC+,Automatic transmission,4WD,4000.0,SEDAN,5,PETROL,41086354.30200001
3086,Mercedes,AMG E-CLASS STATIONWAGON E53 4MATIC+ STATIONWAGON,Automatic transmission,4WD,3000.0,SUV,7,HYBRID,19280917.434374996
3087,Mercedes,AMG EQE EQE53 4MATIC+,Automatic transmission,4WD,,SEDAN,4,ELECTRIC,16095927.501562497
3088,Mercedes,AMG GLA-CLASS GLA35 4MATIC,Automatic transmission,4WD,2000.0,SUV,7,PETROL,14459236.874999996
3089,Mercedes,AMG GLA-CLASS GLA45 S 4MATIC+,Automatic transmission,4WD,2000.0,SUV,7,PETROL,16423253.9
3090,Mercedes,AMG GLB GLB35 4MATIC,Automatic transmission,4WD,2000.0,SUV,7,PETROL,12446201.5125
3091,Mercedes,AMG GLC GLC43 4MATIC,Automatic transmission,4WD,3000.0,SUV,5,PETROL,20231237.585250005
3092,Mercedes,AMG GLC GLC63 S 4MATIC+,Automatic transmission,4WD,4000.0,SUV,5,PETROL,25364562.193124995
3093,Mercedes,AMG SL SL43,Automatic transmission,2WD,2000.0,CONVERTIBLE,2,PETROL,21767860.944642857
3094,Mercedes,AMG SL SL63 4MATIC+,Automatic transmission,4WD,4000.0,CONVERTIBLE,2,PETROL,45972846.619071424
3095,Mercedes,B-CLASS,Automatic transmission,2WD,1300.0,HATCHBACK,5,PETROL,10975702.500000002
3096,Mercedes,B-CLASS B180,Automatic transmission,2WD,1400.0,HATCHBACK,5,PETROL,8020102.612499999
3097,Mercedes,B-CLASS B180 AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,1300.0,HATCHBACK,5,PETROL,9661362.125625
3098,Mercedes,B-CLASS B180 AMG LINE,Automatic transmission,2WD,1300.0,HATCHBACK,5,PETROL,9172960.981875
3099,Mercedes,B-CLASS B200D,Automatic transmission,2WD,2000.0,HATCHBACK,5,PETROL,7051126.0185
3100,Mercedes,B-CLASS B200D AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,2000.0,HATCHBACK,4,DIESEL,9762975.243749999
3101,Mercedes,B-CLASS B200D AMG LINE,Automatic transmission,2WD,2000.0,HATCHBACK,4,DIESEL,8066037.796874998
3102,Mercedes,B-CLASS B200D AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,HATCHBACK,5,DIESEL,7008182.0409375
3103,Mercedes,C-CLASS ALL TERRAIN C220D 4MATIC ALL TERRAIN,Automatic transmission,4WD,2000.0,SEDAN,4,HYBRID,11700724.068750001
3104,Mercedes,C-CLASS C180 AVANTGARDE,Automatic transmission,2WD,1500.0,SEDAN,5,HYBRID,9004779.9225
3105,Mercedes,C-CLASS C180 AVANTGARDE,Automatic transmission,2WD,1600.0,SEDAN,4,PETROL,9104569.846874999
3106,Mercedes,C-CLASS C180 AVANTGARDE AMG LINE,Automatic transmission,2WD,1600.0,SEDAN,4,PETROL,9525154.218749998
3107,Mercedes,C-CLASS C180 CABRIOLET SPORTS,Automatic transmission,2WD,1600.0,CONVERTIBLE,2,PETROL,15567578.035714287
3108,Mercedes,C-CLASS C180 CABRIOLET SPORTS LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,1600.0,CONVERTIBLE,2,PETROL,20316025.3275
3109,Mercedes,C-CLASS C180 COUPE SPORTS,Automatic transmission,2WD,1600.0,COUPE,2,PETROL,13296279.600000001
3110,Mercedes,C-CLASS C180 COUPE SPORTS LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,1600.0,COUPE,2,PETROL,13963781.507142859
3111,Mercedes,C-CLASS C180 LAUREUS EDITION,Automatic transmission,2WD,1600.0,SEDAN,4,PETROL,11172964.435714286
3112,Mercedes,C-CLASS C200 AVANTGARDE AMG LINE,Automatic transmission,2WD,1500.0,SEDAN,4,HYBRID,9260595.91875
3113,Mercedes,C-CLASS C200 LAUREUS EDITION SPORTS PLUS PACKAGE,Automatic transmission,2WD,1500.0,WAGON,5,HYBRID,11689994.250000002
3114,Mercedes,C-CLASS C200 LAUREUS EDITION SPORTS PLUS PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,12447081.028125
3115,Mercedes,C-CLASS C220D AVANTGARDE,Automatic transmission,2WD,2000.0,SEDAN,4,HYBRID,9687336.9
3116,Mercedes,C-CLASS C220D AVANTGARDE AMG LINE,Automatic transmission,2WD,2200.0,SEDAN,4,DIESEL,8260234.846874999
3117,Mercedes,C-CLASS C220D AVANTGARDE AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,4,HYBRID,9333331.860937499
3118,Mercedes,C-CLASS C220D LAUREUS EDITION,Automatic transmission,2WD,2200.0,SEDAN,4,DIESEL,12139728.010714285
3119,Mercedes,C-CLASS C220D LAUREUS EDITION SPORTS PLUS PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,8861764.9
3120,Mercedes,C-CLASS C350 E SPORTS,Automatic transmission,2WD,2000.0,SEDAN,5,HYBRID,12059553.121875
3121,Mercedes,C-CLASS STATIONWAGON C180 STATIONWAGON AVANTGARDE,Automatic transmission,2WD,1600.0,WAGON,6,PETROL,8347834.6031249985
3122,Mercedes,C-CLASS STATIONWAGON C180 STATIONWAGON LAUREUS EDITION,Automatic transmission,2WD,1600.0,WAGON,6,HYBRID,8800986.182142857
3123,Mercedes,C-CLASS STATIONWAGON C200 4MATIC STATIONWAGON AVANTGARDE AMG LINE,Automatic transmission,2WD,1500.0,WAGON,6,HYBRID,8784602.0625
3124,Mercedes,C-CLASS STATIONWAGON C200 4MATIC STATIONWAGON LAUREUS EDITION SPORT PLUS PACKAGE,Automatic transmission,4WD,1500.0,WAGON,5,HYBRID,8624882.025000002
3125,Mercedes,C-CLASS STATIONWAGON C200 4MATIC STATIONWAGON SPORTS LEATHER VERSION,Automatic transmission,2WD,2000.0,WAGON,5,HYBRID,8024559.840000001
3126,Mercedes,C-CLASS STATIONWAGON C200 STATIONWAGON AVANTGARDE AMG LINE,Automatic transmission,2WD,1500.0,WAGON,6,HYBRID,10085983.639285715
3127,Mercedes,C-CLASS STATIONWAGON C200 STATIONWAGON LAUREUS EDITION SPORT PLUS PACKAGE,Automatic transmission,2WD,1500.0,WAGON,6,HYBRID,9810977.252083335
3128,Mercedes,C-CLASS STATIONWAGON C220D STATIONWAGON AVANTGARDE AMG LINE,Automatic transmission,2WD,2200.0,WAGON,6,DIESEL,9502990.424999999
3129,Mercedes,C-CLASS STATIONWAGON C220D STATIONWAGON AVANTGARDE AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,WAGON,6,HYBRID,10466135.42142857
3130,Mercedes,C-CLASS STATIONWAGON C220D STATIONWAGON LAUREUS EDITION,Automatic transmission,2WD,2200.0,WAGON,5,DIESEL,10335528.858857144
3131,Mercedes,CLA-CLASS CLA180 AMG LINE PACKAGE,Automatic transmission,2WD,1400.0,SEDAN,4,HYBRID,9586217.732142858
3132,Mercedes,CLA-CLASS CLA180 AMG STYLE,Automatic transmission,2WD,1600.0,COUPE,2,PETROL,9257669.067857143
3133,Mercedes,CLA-CLASS CLA180 AMG STYLE,Automatic transmission,2WD,1600.0,SEDAN,5,PETROL,9624212.80714286
3134,Mercedes,CLA-CLASS CLA200D,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,19998543.55
3135,Mercedes,CLA-CLASS CLA200D AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,2000.0,COUPE,2,DIESEL,13931302.3875
3136,Mercedes,CLA-CLASS CLA200D AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,12995371.068749998
3137,Mercedes,CLA-CLASS CLA200D AMG LINE,Automatic transmission,2WD,2000.0,SEDAN,5,DIESEL,9872830.263375
3138,Mercedes,CLA-CLASS CLA200D AMG LINE,Automatic transmission,2WD,2000.0,COUPE,2,DIESEL,9799734.375
3139,Mercedes,CLA-CLASS CLA200D AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,COUPE,2,DIESEL,8964797.006250001
3140,Mercedes,CLA-CLASS CLA200D AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,4,DIESEL,11707006.323214285
3141,Mercedes,CLA-CLASS CLA250 4MATIC AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,4,PETROL,13799600.156249996
3142,Mercedes,CLA-CLASS CLA250 SPORT 4MATIC,Automatic transmission,4WD,2000.0,SEDAN,5,PETROL,11199248.440714287
3143,Mercedes,CLA-CLASS SHOOTING BRAKE CLA180 SHOOTING BRAKE AMG STYLE,Automatic transmission,2WD,1600.0,WAGON,5,PETROL,7018233.139285714
3144,Mercedes,CLA-CLASS SHOOTING BRAKE CLA200D SHOOTING BRAKE AMG LEATHER EXCLUSIVE PACKAGE,Automatic transmission,2WD,2000.0,WAGON,5,DIESEL,10093961.599875
3145,Mercedes,CLA-CLASS SHOOTING BRAKE CLA200D SHOOTING BRAKE AMG LINE,Automatic transmission,2WD,2000.0,WAGON,6,DIESEL,9922202.752499998
3146,Mercedes,CLA-CLASS SHOOTING BRAKE CLA200D SHOOTING BRAKE AMG LINE PACKAGE,Automatic transmission,2WD,2000.0,WAGON,5,PETROL,9493340.882142859
3147,Mercedes,CLA-CLASS SHOOTING BRAKE CLA220 4MATIC SHOOTING BRAKE,Automatic transmission,2WD,2000.0,WAGON,6,PETROL,9987276.857142856
3148,Mercedes,CLA-CLASS SHOOTING BRAKE CLA250 4MATIC SHOOTING BRAKE AMG LINE,Automatic transmission,4WD,2000.0,WAGON,5,PETROL,10238912.811
3149,Mercedes,CLASS ALL TEEEAIN E220D 4MATIC ALL TERRAIN,Automatic transmission,4WD,1900.0,WAGON,6,DIESEL,11095164.996428572
3150,Mercedes,CLE CLE200 CABRIOLET SPORT,Automatic transmission,2WD,2000.0,CONVERTIBLE,2,HYBRID,17377733.573437497
